id,name,parent,size,wild
744,Strix virgata,735,3,0.00
745,Strix woodfordii,735,6,0.17
746,Surnia,682,,0.00
747,Surnia ulula,746,5,0.00
748,Tytonidae,681,,0.44
749,Phodilus,748,,0.50
750,Phodilus badius,749,2,0.50
751,Tyto,748,,0.44
752,Tyto alba,751,20,0.40
753,Tyto capensis,751,1,1.00
754,Tyto glaucops,751,2,0.00
755,Tyto rosenbergii,751,1,1.00
756,Tyto sororcula,751,1,1.00
757,Bivalvia,1,,0.43
758,Veneroida,757,,0.43
759,Tridacnidae,758,,0.43
760,Hippopus,759,,0.00
761,Hippopus hippopus,760,14,0.00
762,Tridacna,759,,0.46
763,Tridacna crocea,762,24,0.13
764,Tridacna derasa,762,20,0.10
765,Tridacna gigas,762,4,1.00
766,Tridacna maxima,762,105,0.59
767,Tridacna spp.,762,1,1.00
768,Tridacna squamosa,762,31,0.45
769,Tridacna hybrid,759,,0.00
770,Tridacna hybrid spp.,769,1,0.00
771,Dipneusti,1,,0.00
772,Ceratodontiformes,771,,0.00
773,Neoceratodontidae,772,,0.00
774,Neoceratodus,773,,0.00
775,Elasmobranchii,1,,1.00
776,Carcharhiniformes,775,,1.00
777,Sphyrnidae,776,,1.00
778,Sphyrna,777,,1.00
779,Sphyrna lewini,778,21,1.00
780,Sphyrna mokarran,778,16,1.00
781,Sphyrna zygaena,778,4,1.00
782,Myliobatiformes,775,,1.00
783,Myliobatidae,782,,1.00
784,Manta,783,,1.00
785,Manta alfredi,784,5,1.00
786,Manta birostris,784,7,1.00
787,Orectolobiformes,775,,1.00
788,Rhincodontidae,787,,1.00
789,Rhincodon,788,,1.00
790,Rhincodon typus,789,2,1.00
791,Gastropoda,1,,0.98
792,Mesogastropoda,791,,0.98
793,Strombidae,792,,0.98
794,Strombus,793,,0.98
795,Strombus gigas,794,128,0.98
796,Holothuroidea,1,,1.00
797,Aspidochirotida,796,,1.00
798,Stichopodidae,797,,1.00
799,Isostichopus,798,,1.00
800,Isostichopus fuscus,799,4,1.00
801,Hydrozoa,1,,0.94
802,Milleporina,801,,0.87
803,Milleporidae,802,,0.87
804,Millepora,803,,0.87
805,Millepora alcicornis,804,2,0.50
806,Millepora complanata,804,1,1.00
807,Millepora platyphylla,804,4,1.00
808,Millepora spp.,804,63,0.87
809,Millepora tenera,804,1,1.00
810,Stylasterina,801,,0.99
811,Stylasteridae,810,,0.99
812,Calyptopora,811,,1.00
813,Calyptopora reticulata,812,1,1.00
814,Conopora,811,,1.00
815,Conopora verrucosa,814,1,1.00
816,Crypthelia,811,,1.00
817,Crypthelia cymas,816,1,1.00
818,Crypthelia glebulenta,816,1,1.00
819,Crypthelia pudica,816,1,1.00
820,Crypthelia trophostega,816,1,1.00
821,Cyclohelia,811,,1.00
822,Cyclohelia lamellata,821,1,1.00
823,Distichopora,811,,1.00
824,Distichopora anceps,823,1,1.00
825,Distichopora borealis,823,1,1.00
826,Distichopora gracilis,823,1,1.00
827,Distichopora laevigranulosa,823,1,1.00
828,Distichopora serpens,823,1,1.00
829,Distichopora spp.,823,45,1.00
830,Errina,811,,1.00
831,Errina antarctica,830,2,1.00
832,Errina cheilopora,830,1,1.00
833,Errina cochleata,830,1,1.00
834,Errina gracilis,830,1,1.00
835,Errina kerguelensis,830,1,1.00
836,Errina reticulata,830,1,1.00
837,Errina spp.,830,2,1.00
838,Errinopora,811,,1.00
839,Errinopora nanneca,838,1,1.00
840,Errinopsis,811,,1.00
841,Errinopsis fenestrata,840,1,1.00
842,Errinopsis reticulum,840,1,1.00
843,Lepidopora,811,,1.00
844,Lepidopora glabra,843,1,1.00
845,Lepidotheca,811,,1.00
846,Lepidotheca macropora,845,1,1.00
847,Sporadopora,811,,1.00
848,Sporadopora dichotoma,847,1,1.00
849,Stenohelia,811,,1.00
850,Stenohelia concinna,849,1,1.00
851,Stenohelia pauciseptata,849,1,1.00
852,Stylantheca,811,,1.00
853,Stylantheca petrograpta,852,1,1.00
854,Stylaster,811,,0.97
855,Stylaster californicus,854,1,1.00
856,Stylaster corallium,854,1,1.00
857,Stylaster densicaulis,854,1,1.00
858,Stylaster duchassaingii,854,1,1.00
859,Stylaster erubescens,854,2,1.00
860,Stylaster eximius,854,1,1.00
861,Stylaster galapagensis,854,1,1.00
862,Stylaster laevigatus,854,1,1.00
863,Stylaster marenzelleri,854,1,1.00
864,Stylaster miniatus,854,1,1.00
865,Stylaster roseus,854,1,1.00
866,Stylaster sanguineus,854,1,1.00
867,Stylaster spp.,854,17,0.94
868,Stylaster venustus,854,1,1.00
869,Insecta,1,,0.08
870,Lepidoptera,869,,0.08
871,Nymphalidae,870,,1.00
872,Agrias,871,,1.00
873,Agrias amydon,872,1,1.00
874,Morpho,871,,1.00
875,Morpho godartii lachaumei,874,2,1.00
876,Papilionidae,870,,0.07
877,Atrophaneura,876,,1.00
878,Atrophaneura jophon,877,1,1.00
879,Ornithoptera,876,,0.04
880,Ornithoptera aesacus,879,11,0.00
881,Ornithoptera akakeae,879,2,0.00
882,Ornithoptera chimaera,879,6,0.00
883,Ornithoptera croesus,879,14,0.07
884,Ornithoptera goliath,879,15,0.07
885,Ornithoptera meridionalis,879,13,0.00
886,Ornithoptera paradisea,879,11,0.00
887,Ornithoptera priamus,879,25,0.08
888,Ornithoptera rothschildi,879,11,0.00
889,Ornithoptera tithonus,879,11,0.00
890,Ornithoptera victoriae,879,2,0.50
891,Parnassius,876,,1.00
892,Parnassius apollo,891,1,1.00
893,Trogonoptera,876,,0.24
894,Trogonoptera brookiana,893,15,0.27
895,Trogonoptera trojana,893,2,0.00
896,Troides,876,,0.06
897,Troides amphrysus,896,7,0.00
898,Troides andromache,896,2,1.00
899,Troides criton,896,8,0.00
900,Troides cuneifera,896,8,0.00
901,Troides dohertyi,896,5,0.00
902,Troides haliphron,896,10,0.00
903,Troides helena,896,14,0.00
904,Troides hypolitus,896,11,0.00
905,Troides magellanus,896,1,0.00
906,Troides miranda,896,5,0.40
907,Troides oblongomaculatus,896,3,0.00
908,Troides prattorum,896,1,0.00
909,Troides rhadamantus,896,16,0.13
910,Troides vandepolli,896,11,0.00
911,Mammalia,1,,0.90
912,Artiodactyla,911,,0.89
913,Bovidae,912,,0.82
914,Antilope,913,,0.71
915,Antilope cervicapra,914,59,0.71
916,Boselaphus,913,,0.25
917,Boselaphus tragocamelus,916,4,0.25
918,Capra,913,,0.98
919,Capra hircus aegagrus,918,20,0.95
920,Capra sibirica,918,34,1.00
921,Capra spp.,918,1,1.00
922,Gazella,913,,0.25
923,Gazella bennettii,922,2,0.50
924,Gazella dorcas,922,2,0.00
925,Pseudois,913,,1.00
926,Pseudois nayaur,925,8,1.00
927,Cervidae,912,,0.75
928,Axis,927,,0.71
929,Axis porcinus,928,7,0.71
930,Mazama,927,,1.00
931,Mazama temama cerasina,930,1,1.00
932,Moschidae,912,,0.96
933,Moschus,932,,0.96
934,Moschus moschiferus,933,17,0.94
935,Moschus spp.,933,6,1.00
936,Tayassuidae,912,,0.97
937,Pecari,936,,0.96
938,Pecari tajacu,937,89,0.96
939,Tayassu,936,,1.00
940,Tayassu pecari,939,43,1.00
941,Carnivora,911,,0.90
942,Canidae,941,,1.00
943,Canis,942,,1.00
944,Canis aureus,943,10,1.00
945,Vulpes,942,,1.00
946,Vulpes vulpes,945,1,1.00
947,Hyaenidae,941,,0.83
948,Hyaena,947,,0.33
949,Hyaena hyaena,948,3,0.33
950,Proteles,947,,0.93
951,Proteles cristata,950,15,0.93
952,Mustelidae,941,,0.80
953,Aonyx,952,,0.00
954,Aonyx cinerea,953,32,0.00
955,Eira,952,,0.40
956,Eira barbara,955,5,0.40
957,Enhydra,952,,1.00
958,Enhydra lutris,957,6,1.00
959,Galictis,952,,1.00
960,Galictis vittata,959,3,1.00
961,Hydrictis,952,,0.00
962,Hydrictis maculicollis,961,2,0.00
963,Lontra,952,,0.97
964,Lontra canadensis,963,58,0.97
965,Lutra,952,,1.00
966,Lutra spp.,965,1,1.00
967,Lutrogale,952,,0.33
968,Lutrogale perspicillata,967,3,0.33
969,Martes,952,,1.00
970,Martes flavigula,969,1,1.00
971,Mellivora,952,,1.00
972,Mellivora capensis,971,23,1.00
973,Mustela,952,,1.00
974,Mustela altaica,973,1,1.00
975,Mustela sibirica,973,69,1.00
976,Odobenidae,941,,1.00
977,Odobenus,976,,1.00
978,Odobenus rosmarus,977,91,1.00
979,Otariidae,941,,0.94
980,Arctocephalus,979,,0.94
981,Arctocephalus australis,980,14,1.00
982,Arctocephalus forsteri,980,1,1.00
983,Arctocephalus gazella,980,5,1.00
984,Arctocephalus pusillus,980,28,0.89
985,Arctocephalus tropicalis,980,1,1.00
986,Phocidae,941,,1.00
987,Mirounga,986,,1.00
988,Mirounga leonina,987,4,1.00
989,Procyonidae,941,,0.93
990,Nasua,989,,1.00
991,Nasua narica,990,2,1.00
992,Nasua nasua solitaria,990,1,1.00
993,Potos,989,,0.88
994,Potos flavus,993,8,0.88
995,Ursidae,941,,0.93
996,Ursus,995,,0.93
997,Ursus americanus,996,172,0.99
998,Ursus arctos,996,165,0.84
999,Ursus maritimus,996,66,0.97
1000,Viverridae,941,,0.91
1001,Arctictis,1000,,0.00
1002,Arctictis binturong,1001,3,0.00
1003,Civettictis,1000,,0.98
1004,Civettictis civetta,1003,47,0.98
1005,Hemigalus,1000,,0.00
1006,Hemigalus derbyanus,1005,1,0.00
1007,Paradoxurus,1000,,1.00
1008,Paradoxurus hermaphroditus,1007,2,1.00
1009,Cetacea,911,,0.99
1010,Monodontidae,1009,,0.98
1011,Delphinapterus,1010,,0.97
1012,Delphinapterus leucas,1011,31,0.97
1013,Monodon,1010,,1.00
1014,Monodon monoceros,1013,24,1.00
1015,Phocoenidae,1009,,1.00
1016,Phocoena,1015,,1.00
1017,Phocoena phocoena,1016,12,1.00
1018,Phocoenoides,1015,,1.00
1019,Phocoenoides dalli,1018,1,1.00
1020,Physeteridae,1009,,1.00
1021,Kogia,1020,,1.00
1022,Kogia breviceps,1021,1,1.00
1023,Ziphiidae,1009,,1.00
1024,Indopacetus,1023,,1.00
1025,Indopacetus pacificus,1024,1,1.00
1026,Mesoplodon,1023,,1.00
1027,Mesoplodon bidens,1026,1,1.00
1028,Mesoplodon bowdoini,1026,2,1.00
1029,Mesoplodon carlhubbsi,1026,2,1.00
1030,Mesoplodon densirostris,1026,5,1.00
1031,Mesoplodon europaeus,1026,3,1.00
1032,Mesoplodon ginkgodens,1026,2,1.00
1033,Mesoplodon grayi,1026,6,1.00
1034,Mesoplodon hectori,1026,3,1.00
1035,Mesoplodon layardii,1026,5,1.00
1036,Mesoplodon mirus,1026,7,1.00
1037,Mesoplodon perrini,1026,1,1.00
1038,Mesoplodon peruvianus,1026,1,1.00
1039,Mesoplodon spp.,1026,1,1.00
1040,Mesoplodon stejnegeri,1026,4,1.00
1041,Mesoplodon traversii,1026,1,1.00
1042,Tasmacetus,1023,,1.00
1043,Tasmacetus shepherdi,1042,3,1.00
1044,Ziphius,1023,,1.00
1045,Ziphius cavirostris,1044,10,1.00
1046,Chiroptera,911,,0.92
1047,Pteropodidae,1046,,0.92
1048,Pteropus,1047,,0.92
1049,Pteropus alecto,1048,3,1.00
1050,Pteropus capistratus,1048,1,1.00
1051,Pteropus conspicillatus,1048,1,1.00
1052,Pteropus giganteus,1048,1,1.00
1053,Pteropus lylei,1048,2,0.00
1054,Pteropus ornatus,1048,2,1.00
1055,Pteropus poliocephalus,1048,1,1.00
1056,Pteropus rayneri,1048,1,1.00
1057,Pteropus rufus,1048,4,1.00
1058,Pteropus seychellensis,1048,1,1.00
1059,Pteropus spp.,1048,2,1.00
1060,Pteropus vampyrus,1048,4,1.00
1061,Pteropus vetulus,1048,2,1.00
1062,Diprotodontia,911,,0.67
1063,Phalangeridae,1062,,0.67
1064,Phalanger,1063,,1.00
1065,Phalanger orientalis,1064,2,1.00
1066,Spilocuscus,1063,,0.00
1067,Spilocuscus spp.,1066,1,0.00
1068,Monotremata,911,,1.00
1069,Tachyglossidae,1068,,1.00
1070,Zaglossus,1069,,1.00
1071,Zaglossus bruijni,1070,1,1.00
1072,Perissodactyla,911,,0.74
1073,Rhinocerotidae,1072,,0.94
1074,Ceratotherium,1073,,0.94
1075,Ceratotherium simum,1074,10,0.90
1076,Ceratotherium simum simum,1074,37,0.95
1077,Tapiridae,1072,,0.07
1078,Tapirus,1077,,0.07
1079,Tapirus terrestris,1078,14,0.07
1080,Pholidota,911,,1.00
1081,Manidae,1080,,1.00
1082,Manis,1081,,1.00
1083,Manis gigantea,1082,5,1.00
1084,Manis javanica,1082,1,1.00
1085,Manis pentadactyla,1082,1,1.00
1086,Manis spp.,1082,2,1.00
1087,Manis tricuspis,1082,5,1.00
1088,Pilosa,911,,0.50
1089,Megalonychidae,1088,,1.00
1090,Choloepus,1089,,1.00
1091,Choloepus hoffmanni,1090,5,1.00
1092,Myrmecophagidae,1088,,0.14
1093,Myrmecophaga,1092,,0.14
1094,Myrmecophaga tridactyla,1093,7,0.14
1095,Primates,911,,0.69
1096,Lorisidae,1095,,1.00
1097,Perodicticus potto,1096,3,1.00
1098,Pitheciidae,1095,,0.57
1099,Callicebus,1098,,0.67
1100,Callicebus brunneus,1099,2,1.00
1101,Callicebus cupreus,1099,1,0.00
1102,Pithecia,1098,,0.50
1103,Pithecia irrorata,1102,1,1.00
1104,Pithecia monachus,1102,1,1.00
1105,Pithecia pithecia,1102,2,0.00
1106,Tarsiidae,1095,,0.67
1107,Tarsius,1106,,0.67
1108,Tarsius bancanus,1107,1,1.00
1109,Tarsius syrichta,1107,1,1.00
1110,Tarsius tarsier,1107,1,0.00
1111,Rodentia,911,,0.92
1112,Cuniculidae,1111,,1.00
1113,Cuniculus,1112,,1.00
1114,Cuniculus paca,1113,9,1.00
1115,Dasyproctidae,1111,,1.00
1116,Dasyprocta,1115,,1.00
1117,Dasyprocta punctata,1116,2,1.00
1118,Sciuridae,1111,,0.00
1119,Ratufa,1118,,0.00
1120,Ratufa affinis,1119,1,0.00
1121,Scandentia,911,,0.86
1122,Tupaiidae,1121,,0.86
1123,Tupaia,1122,,0.86
1124,Tupaia belangeri,1123,1,0.00
1125,Tupaia everetti,1123,2,1.00
1126,Tupaia glis,1123,2,1.00
1127,Tupaia montana,1123,1,1.00
1128,Tupaia tana,1123,1,1.00
1129,Reptilia,1,,0.54
1130,Sauria,1129,,0.85
1131,Gekkonidae,1130,,0.00
1132,Dactylocnemis,1131,,0.00
1133,Dactylocnemis pacificus,1132,1,0.00
1134,Scincidae,1130,,0.40
1135,Corucia,1134,,0.40
1136,Corucia zebrata,1135,5,0.40
1137,Teiidae,1130,,0.85
1138,Dracaena,1137,,0.00
1139,Dracaena guianensis,1138,16,0.00
1140,Salvator,1137,,0.87
1141,Salvator merianae,1140,255,0.90
1142,Salvator rufescens,1140,125,0.82
1143,Tupinambis,1137,,1.00
1144,Tupinambis spp.,1143,9,1.00
1145,Tupinambis teguixin,1143,29,1.00
1146,Varanidae,1130,,0.86
1147,Varanus,1146,,0.86
1148,Varanus acanthurus,1147,17,0.00
1149,Varanus albigularis,1147,14,0.71
1150,Varanus beccarii,1147,11,0.00
1151,Varanus boehmei,1147,1,0.00
1152,Varanus cumingi,1147,5,0.20
1153,Varanus dalubhasa,1147,1,1.00
1154,Varanus doreanus,1147,20,0.70
1155,Varanus dumerilii,1147,15,0.60
1156,Varanus exanthematicus,1147,18,0.94
1157,Varanus giganteus,1147,1,0.00
1158,Varanus gilleni,1147,6,0.00
1159,Varanus glauerti,1147,3,0.00
1160,Varanus gouldii,1147,1,0.00
1161,Varanus indicus,1147,8,0.38
1162,Varanus jobiensis,1147,20,0.55
1163,Varanus kingorum,1147,1,0.00
1164,Varanus kordensis,1147,5,0.00
1165,Varanus macraei,1147,19,0.00
1166,Varanus melinus,1147,18,0.06
1167,Varanus mertensi,1147,5,0.00
1168,Varanus niloticus,1147,679,0.98
1169,Varanus ornatus,1147,1,1.00
1170,Varanus panoptes,1147,8,0.00
1171,Varanus pilbarensis,1147,6,0.00
1172,Varanus prasinus,1147,16,0.06
1173,Varanus primordius,1147,3,0.00
1174,Varanus reisingeri,1147,14,0.00
1175,Varanus rudicollis,1147,24,0.71
1176,Varanus salvadorii,1147,17,0.59
1177,Varanus salvator,1147,908,0.96
1178,Varanus similis,1147,7,0.00
1179,Varanus spenceri,1147,3,0.00
1180,Varanus spinulosus,1147,2,1.00
1181,Varanus spp.,1147,7,0.86
1182,Varanus storri,1147,1,0.00
1183,Varanus timorensis,1147,14,0.00
1184,Varanus tristis,1147,3,0.00
1185,Varanus varius,1147,2,0.00
1186,Varanus yuwonoi,1147,6,0.00
1187,Xenosauridae,1130,,0.00
1188,Shinisaurus,1187,,0.00
1189,Shinisaurus crocodilurus,1188,7,0.00
1190,Serpentes,1129,,0.42
1191,Colubridae,1190,,0.95
1192,Cerberus,1191,,0.93
1193,Cerberus rynchops,1192,14,0.93
1194,Xenochrophis,1191,,1.00
1195,Xenochrophis piscator,1194,2,1.00
1196,Xenochrophis spp.,1194,4,1.00
1197,Loxocemidae,1190,,0.00
1198,Loxocemus,1197,,0.00
1199,Loxocemus bicolor,1198,3,0.00
1200,Pythonidae,1190,,0.43
1201,Antaresia,1200,,0.00
1202,Antaresia childreni,1201,3,0.00
1203,Antaresia maculosa,1201,2,0.00
1204,Antaresia perthensis,1201,3,0.00
1205,Apodora,1200,,1.00
1206,Apodora papuana,1205,12,1.00
1207,Aspidites,1200,,0.00
1208,Aspidites melanocephalus,1207,7,0.00
1209,Aspidites ramsayi,1207,5,0.00
1210,Bothrochilus,1200,,0.67
1211,Bothrochilus boa,1210,3,0.67
1212,Leiopython,1200,,0.48
1213,Leiopython albertisii,1212,27,0.48
1214,Liasis,1200,,0.47
1215,Liasis fuscus,1214,11,0.64
1216,Liasis mackloti,1214,17,0.41
1217,Liasis olivaceus,1214,2,0.00
1218,Morelia,1200,,0.25
1219,Morelia amethistina,1218,22,0.36
1220,Morelia boeleni,1218,13,0.00
1221,Morelia bredli,1218,2,0.00
1222,Morelia carinata,1218,2,0.00
1223,Morelia clastolepis,1218,3,1.00
1224,Morelia nauta,1218,4,1.00
1225,Morelia spilota,1218,37,0.32
1226,Morelia tracyae,1218,3,1.00
1227,Morelia viridis,1218,37,0.03
1228,Python,1200,,0.44
1229,Python anchietae,1228,7,0.15
1230,Python bivittatus,1228,884,0.08
1231,Python breitensteini,1228,178,0.84
1232,Python brongersmai,1228,409,0.84
1233,Python curtus,1228,38,0.74
1234,Python hybrid,1228,1,0.00
1235,Python molurus,1228,92,0.10
1236,Python natalensis,1228,1,0.00
1237,Python regius,1228,95,0.03
1238,Python reticulatus,1228,2207,0.49
1239,Python sebae,1228,55,0.96
1240,Python spp.,1228,1,1.00
1241,Python timoriensis,1228,6,0.00
1242,Tropidophiidae,1190,,0.00
1243,Tropidophis,1242,,0.00
1244,Tropidophis wrighti,1243,1,0.00
1245,Viperidae,1190,,0.13
1246,Crotalus,1245,,0.50
1247,Crotalus durissus,1246,2,0.50
1248,Daboia,1245,,0.13
1249,Daboia russelii,1248,214,0.13
1250,Trimeresurus,1245,,0.00
1251,Trimeresurus mangshanensis,1250,5,0.00
1252,Vipera,1245,,0.00
1253,Vipera wagneri,1252,1,0.00
1254,Testudines,1129,,0.23
1255,Chelydridae,1254,,1.00
1256,Macrochelys,1255,,1.00
1257,Macrochelys temminckii,1256,8,1.00
1258,Emydidae,1254,,0.58
1259,Graptemys,1258,,0.58
1260,Graptemys barbouri,1259,1,0.00
1261,Graptemys flavimaculata,1259,3,0.00
1262,Graptemys gibbonsi,1259,1,0.00
1263,Graptemys hybrid,1259,4,1.00
1264,Graptemys nigrinoda,1259,5,0.20
1265,Graptemys oculifera,1259,3,0.00
1266,Graptemys ouachitensis,1259,9,1.00
1267,Graptemys pseudogeographica,1259,19,0.63
1268,Geoemydidae,1254,,0.22
1269,Mauremys,1268,,0.22
1270,Mauremys iversoni,1269,2,0.00
1271,Mauremys pritchardi,1269,1,0.00
1272,Mauremys reevesii,1269,22,0.27
1273,Mauremys sinensis,1269,11,0.18
1274,Podocnemididae,1254,,0.12
1275,Erymnochelys,1274,,1.00
1276,Erymnochelys madagascariensis,1275,2,1.00
1277,Podocnemis,1274,,0.00
1278,Podocnemis unifilis,1277,13,0.00
1279,Podocnemis vogli,1277,2,0.00
1280,Testudinidae,1254,,0.16
1281,Aldabrachelys,1280,,0.00
1282,Aldabrachelys gigantea,1281,38,0.00
1283,Centrochelys,1280,,0.03
1284,Centrochelys sulcata,1283,72,0.03
1285,Chelonoidis,1280,,0.28
1286,Chelonoidis carbonarius,1285,87,0.21
1287,Chelonoidis chilensis,1285,6,0.33
1288,Chelonoidis denticulatus,1285,32,0.47
1289,Chersina,1280,,0.00
1290,Chersina angulata,1289,13,0.00
1291,Geochelone,1280,,0.00
1292,Geochelone elegans,1291,19,0.00
1293,Gopherus,1280,,0.00
1294,Gopherus berlandieri,1293,1,0.00
1295,Homopus,1280,,0.00
1296,Homopus areolatus,1295,3,0.00
1297,Homopus signatus,1295,1,0.00
1298,Indotestudo,1280,,0.36
1299,Indotestudo elongata,1298,2,0.00
1300,Indotestudo forstenii,1298,9,0.44
1301,Kinixys,1280,,0.74
1302,Kinixys belliana,1301,10,0.50
1303,Kinixys erosa,1301,11,1.00
1304,Kinixys homeana,1301,3,1.00
1305,Kinixys spekii,1301,3,0.33
1306,Malacochersus,1280,,0.00
1307,Malacochersus tornieri,1306,17,0.00
1308,Manouria,1280,,0.26
1309,Manouria emys,1308,17,0.29
1310,Manouria impressa,1308,2,0.00
1311,Stigmochelys,1280,,0.09
1312,Stigmochelys pardalis,1311,82,0.09
1313,Testudo,1280,,0.13
1314,Testudo graeca,1313,38,0.05
1315,Testudo hermanni,1313,62,0.00
1316,Testudo horsfieldii,1313,45,0.47
1317,Testudo marginata,1313,26,0.00
1318,Trionychidae,1254,,0.97
1319,Amyda,1318,,1.00
1320,Amyda cartilaginea,1319,7,1.00
1321,Dogania,1318,,1.00
1322,Dogania subplana,1321,6,1.00
1323,Palea,1318,,0.00
1324,Palea steindachneri,1323,1,0.00
1325,Pelochelys,1318,,1.00
1326,Pelochelys bibroni,1325,7,1.00
1327,Pelochelys cantorii,1325,5,1.00
1328,Pelochelys signifera,1325,6,1.00
1329,Rafetus,1318,,1.00
1330,Rafetus swinhoei,1329,1,1.00
1331,Nasua nasua,990,4,1.00
1332,Amazilia brevirostris,268,1,1.00
1333,Psittacus erithacus timneh,644,13,0.31
1334,Neoceratodus forsteri,774,3,0.00
,,,,
